catid,ra_obj,dec_obj,ra_ifu,dec_ifu,r_petro,r_auto,z_tonry,z_spec,m_r,r_e,mu_within_1re,mu_1re,mu_2re,ellip,pa,mstar,g_i,a_g,surv_sami,bad_class,sample_origin,r_on_rtwo,v_on_sigma,is_mem
569208,218.30016191,-0.44717503,218.30016191,-0.44717503,16.677,16.67,0.10698,0.10612,-21.93,2.56,19.26,20.38,22.0,0.7604,135.66,10.93,1.35,0.163,4,0,GAMA,,,
138739,183.85537424,-1.71118319,183.85537424,-1.71118319,16.369,16.357,0.1021,0.1008,-22.1,3.56,20.9,22.02,23.64,0.1885,67.47,10.92,1.21,0.093,4,0,GAMA,,,
509587,222.02651944,-1.57398894,222.02651944,-1.57398894,18.391,18.433,0.04316,0.04241,-17.96,2.13,21.85,22.97,24.6,0.2346,90.75,8.8,0.52,0.201,3,0,GAMA,,,
31939,182.50862362,-1.2226536,182.50862362,-1.2226536,16.539,16.571,0.06082,0.05956,-20.7,7.24,20.78,21.89,23.52,0.8461,45.97,10.53,1.33,0.083,3,0,GAMA,,,
62717,213.68142961,-0.28222055,213.68142961,-0.28222055,14.836,14.777,0.03934,0.03845,-21.45,9.61,20.95,22.07,23.7,0.506,1.6399994,10.51,0.9,0.177,8,0,GAMA,,,
346752,135.01032859,2.04584671,135.01032859,2.04584671,16.662,16.613,0.05755,0.05647,-20.49,5.66,21.12,22.24,23.87,0.7374,103.97,10.12,0.92,0.158,8,0,GAMA,,,
136854,176.2179735,-1.75391556,176.2179735,-1.75391556,16.05,16.039,0.10872,0.10738,-22.54,6.79,21.86,22.98,24.61,0.2417,4.970001,10.99,1.1,0.066,4,0,GAMA,,,
517308,131.72519421,2.50147579,131.72519421,2.50147579,15.571,15.517,0.02918,0.0282,-20.02,4.87,20.88,21.99,23.62,0.0825,124.92,9.83,0.76,0.18,8,1,GAMA,,,
594312,219.6732674,-0.1432383,219.6732674,-0.1432383,18.539,18.561,0.03846,0.03767,-17.58,1.92,21.15,22.27,23.9,0.5338,87.03,8.92,0.86,0.146,3,0,GAMA,,,
23593,182.32194058,1.15158193,182.32194058,1.15158193,18.025,18.042,0.02159,0.01982,-16.79,2.42,21.4,22.52,24.15,0.3895,69.609985,8.51,0.73,0.104,8,0,GAMA,,,
230793,181.12279847,1.93997181,181.12279847,1.93997181,15.624,15.661,0.01935,0.0173,-18.97,4.51,20.0,21.12,22.74,0.5543,107.899994,9.73,1.14,0.102,8,0,GAMA,,,
570214,222.74159767,-0.4962494,222.74159767,-0.4962494,18.494,18.297,0.04453,0.04379,-18.19,0.78,19.86,20.98,22.61,0.1752,139.34,9.34,1.1,0.184,8,0,GAMA,,,
568221,214.38906848,-0.48507056,214.38906848,-0.48507056,16.55,16.504,0.08455,0.08364,-21.54,2.86,20.29,21.4,23.03,0.4405,125.91,10.72,1.21,0.174,3,0,GAMA,,,
570174,222.60503394,-0.46931853,222.60503394,-0.46931853,18.034,17.512,0.04293,0.04219,-19.03,10.68,24.33,25.45,27.07,0.2919,168.45999,9.81,1.14,0.182,8,0,GAMA,,,
230683,180.86975065,1.97642781,180.86975065,1.97642781,15.406,15.423,0.02221,0.02054,-19.52,4.57,20.61,21.73,23.36,0.0299,13.459991,9.94,1.13,0.088,8,0,GAMA,,,
418831,137.8744731,2.69486066,137.8744731,2.69486066,15.828,15.761,0.05602,0.05491,-21.26,7.96,22.32,23.44,25.07,0.1106,142.42,10.33,0.8,0.139,8,0,GAMA,,,
585625,183.74395576,-0.07660287,183.74395576,-0.07660287,16.898,16.898,0.07587,0.07461,-20.91,2.77,19.6,20.72,22.35,0.7481,57.550003,10.6,1.37,0.079,3,0,GAMA,,,
289089,181.02495228,1.84697816,181.02495228,1.84697816,13.747,13.63,0.01853,0.01641,-20.93,4.19,18.81,19.93,21.56,0.1296,33.72,10.59,1.22,0.1,8,0,GAMA,,,
570230,222.82124308,-0.52592573,222.82124308,-0.52592573,18.829,18.827,0.04371,0.04297,-17.66,1.73,21.74,22.86,24.49,0.3848,170.84,8.91,0.8,0.189,3,0,GAMA,,,
49942,223.2420891,-0.63064728,223.2420891,-0.63064728,16.881,16.913,0.07816,0.07741,-20.95,3.91,20.29,21.41,23.04,0.7754,23.959991,10.63,1.39,0.201,3,0,GAMA,,,
377666,138.490011,1.66014216,138.490011,1.66014216,15.275,15.198,0.0566,0.05548,-21.9,4.3,19.52,20.64,22.27,0.5604,168.26,10.98,1.31,0.136,8,0,GAMA,,,
319854,216.03850696,1.89881796,216.03850696,1.89881796,15.71,15.596,0.05481,0.05396,-21.42,7.52,20.56,21.69,23.31,0.7348,172.08,10.67,1.14,0.127,8,0,GAMA,,,
535130,176.67332868,-0.95946099,176.67332868,-0.95946099,18.519,17.623,0.09237,0.09105,-20.8,2.82,21.79,22.91,24.53,0.552,149.43,10.91,1.64,0.075,8,1,GAMA,,,
230797,181.15316312,1.91898482,181.15316312,1.91898482,17.852,17.827,0.02145,0.01966,-17.03,0.95,19.69,20.81,22.43,0.0549,130.70001,8.94,1.13,0.101,8,0,GAMA,,,
517273,131.66885877,2.40802114,131.66885877,2.40802114,15.249,15.177,0.01383,0.01326,-18.71,3.83,19.64,20.76,22.39,0.3965,26.169998,9.16,0.56,0.192,8,0,GAMA,,,
210070,136.50002678,0.00903205,136.50002678,0.00903205,17.401,17.379,0.05996,0.05886,-19.8,1.03,19.51,20.63,22.26,0.0132,1.5799866,9.82,0.89,0.141,3,0,GAMA,,,
272443,179.49493357,1.36891024,179.49493357,1.36891024,15.733,15.73,0.07958,0.07829,-22.16,5.98,20.8,21.92,23.55,0.4775,133.25,11.01,1.28,0.066,8,0,GAMA,,,
300658,130.29029497,1.02710829,130.29029497,1.02710829,16.709,16.501,0.08587,0.08482,-21.55,2.23,20.19,21.31,22.94,0.2383,87.20999,10.74,1.25,0.161,3,0,GAMA,,,
375531,129.7108753,1.40502449,129.7108753,1.40502449,15.873,15.454,0.03001,0.02903,-20.12,5.64,20.54,21.66,23.28,0.592,10.160004,9.45,0.24,0.209,8,0,GAMA,,,
48833,218.78911275,-0.64315902,218.78911275,-0.64315902,16.705,16.637,0.10772,0.10686,-22.02,3.8,20.81,21.93,23.56,0.5081,169.89,11.04,1.44,0.138,4,0,GAMA,,,
99348,182.45975023,0.88308467,182.45975023,0.88308467,16.032,16.095,0.07851,0.07724,-21.77,4.95,20.87,21.99,23.62,0.4174,173.20999,10.79,1.19,0.116,3,0,GAMA,,,
460307,211.57807465,-1.70031831,211.57807465,-1.70031831,18.285,18.294,0.03506,0.03414,-17.65,0.92,19.79,20.92,22.54,0.3407,112.5,8.88,0.77,0.207,3,0,GAMA,,,
40110,179.74557624,-0.73439692,179.74557624,-0.73439692,16.796,16.804,0.08284,0.08154,-21.15,2.32,20.37,21.49,23.12,0.187,124.14,10.62,1.3,0.093,3,0,GAMA,,,
320072,216.89960305,1.87857453,216.89960305,1.87857453,17.565,17.554,0.02536,0.02451,-17.65,2.61,20.92,22.04,23.67,0.4751,9.380005,8.81,0.67,0.112,8,0,GAMA,,,
595060,223.37383729,-0.2084369,223.37383729,-0.2084369,15.58,15.544,0.04515,0.04442,-20.99,4.23,20.59,21.71,23.34,0.0821,80.95999,10.29,0.87,0.207,8,0,GAMA,,,
143736,177.28799333,-1.36243627,177.28799333,-1.36243627,16.042,15.958,0.08242,0.08111,-22.01,4.49,20.14,21.26,22.89,0.6303,107.05,10.96,1.3,0.079,8,0,GAMA,,,
93816,222.5180405,0.554961,222.5180405,0.554961,18.769,18.788,0.04156,0.04082,-17.52,1.02,20.85,21.98,23.6,0.0285,136.5,8.97,0.96,0.174,3,6,GAMA,,,
279880,139.84028178,1.07498141,139.84028178,1.07498141,17.274,17.279,0.08933,0.08816,-20.87,3.36,21.12,22.24,23.87,0.5019,73.04001,10.42,1.19,0.095,3,0,GAMA,,,
22741,178.90394842,1.23717468,178.90394842,1.23717468,13.583,13.282,0.00845,0.00635,-19.52,39.86,22.6,23.72,25.35,0.5622,108.659996,9.67,0.77,0.079,8,0,GAMA,,,
493411,220.81633653,-1.28405135,220.81633653,-1.28405135,17.284,17.312,0.04194,0.04117,-19.04,12.91,23.9,25.03,26.66,0.3616,86.350006,9.34,0.65,0.16,8,0,GAMA,,,
372345,135.42749074,1.05153786,135.42749074,1.05153786,15.883,15.904,0.07155,0.07045,-21.73,5.57,20.66,21.79,23.42,0.6057,149.39,10.76,1.15,0.177,3,0,GAMA,,,
198307,138.94129883,-0.80737711,138.94129883,-0.80737711,19.064,18.113,0.05449,0.05336,-19.27,5.09,23.35,24.48,26.1,0.5561,166.36,10.4,1.71,0.143,8,1,GAMA,,,
484621,211.63321006,-1.96885328,211.63321006,-1.96885328,15.123,15.133,0.03609,0.03517,-20.9,3.96,20.05,21.18,22.8,0.1348,14.450012,10.38,1.02,0.245,8,0,GAMA,,,
64010,217.88921987,-0.20997054,217.88921987,-0.20997054,17.344,17.247,0.08468,0.08383,-20.79,4.76,21.27,22.39,24.02,0.7327,62.839996,10.37,1.15,0.16,3,0,GAMA,,,
419069,138.63125068,2.7054465,138.63125068,2.7054465,16.856,16.841,0.09187,0.09072,-21.36,5.58,21.12,22.24,23.87,0.7245,131.51,10.51,1.05,0.118,3,0,GAMA,,,
144465,180.20501376,-1.25034822,180.20501376,-1.25034822,17.611,17.603,0.02285,0.02125,-17.36,1.64,20.48,21.61,23.24,0.1837,36.829987,8.64,0.6,0.117,8,0,GAMA,,,
289113,181.07915908,1.84838804,181.07915908,1.84838804,14.415,14.355,0.02522,0.02387,-20.89,6.51,19.83,20.95,22.58,0.4397,166.34999,10.52,1.18,0.1,8,0,GAMA,,,
227479,213.71147808,1.16054731,213.71147808,1.16054731,16.119,15.954,0.0549,0.054,-21.05,3.11,20.25,21.38,23.0,0.193,82.04999,10.51,1.14,0.148,8,1,GAMA,,,
136624,175.82106147,-1.64417448,175.82106147,-1.64417448,16.263,16.256,0.04632,0.04505,-20.35,2.24,19.19,20.32,21.94,0.5198,20.51001,10.28,1.19,0.068,8,0,GAMA,,,
594933,222.60828584,-0.17865414,222.60828584,-0.17865414,17.56,17.456,0.09097,0.0902,-20.75,1.06,19.34,20.47,22.1,0.343,125.259995,10.41,1.2,0.168,3,1,GAMA,,,
48735,218.37551508,-0.83115287,218.37551508,-0.83115287,16.0,15.974,0.05675,0.05593,-21.11,2.54,18.6,19.73,21.35,0.7408,57.0,10.61,1.25,0.168,8,0,GAMA,,,
567450,211.65158455,-0.48331217,211.65158455,-0.48331217,16.761,16.77,0.09096,0.09,-21.41,4.3,21.26,22.38,24.01,0.5129,133.7,10.43,0.9,0.162,3,0,GAMA,,,
143918,178.20696723,-1.25366683,178.20696723,-1.25366683,15.767,15.772,0.02988,0.02864,-19.84,2.43,18.83,19.95,21.58,0.5458,86.84,9.98,1.04,0.079,8,0,GAMA,,,
144498,180.25110679,-1.38946468,180.25110679,-1.38946468,16.55,16.551,0.03661,0.03537,-19.53,2.69,20.14,21.27,22.89,0.4173,129.09,9.86,1.06,0.127,8,0,GAMA,,,
372129,134.40440319,0.99319055,134.40440319,0.99319055,18.463,18.478,0.03864,0.03759,-17.69,3.07,22.12,23.25,24.88,0.5011,100.83,8.61,0.42,0.185,3,0,GAMA,,,
230787,181.06213957,1.86667151,181.06213957,1.86667151,16.739,16.774,0.02246,0.02083,-18.19,2.33,20.36,21.48,23.11,0.1909,129.74,9.34,1.05,0.101,8,0,GAMA,,,
511887,216.51594148,-1.22220148,216.51594148,-1.22220148,17.184,17.2,0.08389,0.08301,-20.82,1.4,19.45,20.58,22.21,0.3959,155.61,10.47,1.26,0.151,3,0,GAMA,,,
463148,211.68702632,-1.33977224,211.68702632,-1.33977224,16.678,16.687,0.05464,0.05371,-20.29,2.45,20.52,21.65,23.28,0.1325,172.45001,10.02,0.91,0.203,8,0,GAMA,,,
599329,131.10371408,0.34288565,131.10371408,0.34288565,17.163,17.165,0.01508,0.0145,-16.87,2.23,20.51,21.64,23.26,0.3299,151.83,8.4,0.54,0.131,8,0,GAMA,,,
214748,131.31532912,0.52548438,131.31532912,0.52548438,18.849,18.732,0.03596,0.03495,-17.34,1.07,20.64,21.77,23.4,0.219,119.450005,8.64,0.59,0.127,3,0,GAMA,,,
14697,212.62800359,0.63346957,212.62800359,0.63346957,16.573,16.455,0.10778,0.10682,-22.15,3.12,20.35,21.47,23.1,0.5266,166.38,10.91,1.2,0.143,4,0,GAMA,,,
40337,180.75033169,-0.83818314,180.75033169,-0.83818314,17.662,17.661,0.09416,0.09286,-20.58,1.95,20.64,21.77,23.4,0.3615,29.019989,10.32,1.22,0.096,3,0,GAMA,,,
611064,183.12760773,0.28410671,183.12760773,0.28410671,17.487,17.474,0.08413,0.08285,-20.54,1.12,19.34,20.47,22.1,0.3218,107.22,10.3,1.2,0.105,3,0,GAMA,,,
296743,213.07972609,1.50942525,213.07972609,1.50942525,17.029,16.993,0.08574,0.08481,-21.06,1.93,19.84,20.97,22.59,0.4649,176.41,10.59,1.31,0.166,3,0,GAMA,,,
230796,181.1530494,1.89265457,181.1530494,1.89265457,17.072,16.681,0.02206,0.02037,-18.25,1.06,19.18,20.31,21.94,0.073,150.28,9.48,1.17,0.1,8,0,GAMA,,,
509885,223.22122348,-1.52317982,223.22122348,-1.52317982,16.411,16.41,0.07812,0.07737,-21.43,3.32,20.14,21.27,22.89,0.5671,62.589996,10.74,1.3,0.201,3,0,GAMA,,,
509080,219.66127927,-1.56506462,219.66127927,-1.56506462,17.167,17.152,0.05806,0.05725,-19.97,1.35,18.74,19.87,21.49,0.6633,179.9,10.11,1.19,0.179,8,0,GAMA,,,
227619,214.33794839,1.13123158,214.33794839,1.13123158,15.482,15.375,0.05474,0.05385,-21.62,12.31,21.26,22.39,24.01,0.7908,103.340004,10.61,0.96,0.162,8,0,GAMA,,,
492987,219.07125245,-1.26014967,219.07125245,-1.26014967,17.37,17.374,0.08597,0.08513,-20.67,1.49,20.03,21.16,22.79,0.2037,51.440002,10.33,1.16,0.15,3,0,GAMA,,,
14592,212.17281847,0.8319692,212.17281847,0.8319692,17.812,17.742,0.0588,0.05788,-19.44,2.84,20.69,21.82,23.44,0.7073,177.42001,10.03,1.33,0.15,8,1,GAMA,,,
231843,185.68074695,1.92577722,185.68074695,1.92577722,17.789,17.801,0.09192,0.09066,-20.41,1.22,19.23,20.36,21.99,0.61,0.27999878,10.34,1.34,0.084,3,0,GAMA,,,
568490,215.30605665,-0.46656363,215.30605665,-0.46656363,16.127,16.081,0.10283,0.10192,-22.43,3.89,20.81,21.94,23.57,0.2992,152.53,11.06,1.25,0.174,4,0,GAMA,,,
86120,185.33907247,0.62009388,185.33907247,0.62009388,16.101,16.112,0.07999,0.07873,-21.79,4.34,20.14,21.28,22.9,0.6478,120.189995,10.82,1.2,0.083,3,0,GAMA,,,
521410,129.37415412,2.8120528,129.37415412,2.8120528,16.875,16.889,0.08319,0.08217,-21.12,1.71,18.69,19.82,21.45,0.7232,56.45999,10.63,1.33,0.113,3,0,GAMA,,,
70088,178.39461838,0.1779545,178.39461838,0.1779545,16.743,16.728,0.08384,0.08254,-21.26,1.65,19.69,20.82,22.45,0.139,79.73999,10.49,1.04,0.076,3,0,GAMA,,,
496978,212.90774321,-1.15907496,212.90774321,-1.15907496,13.627,14.727,0.00614,0.00488,-17.37,29.18,22.36,23.49,25.12,0.8216,171.88,8.85,0.81,0.215,8,0,GAMA,,,
198503,139.76574962,-0.81766194,139.76574962,-0.81766194,17.276,17.306,0.01761,0.01664,-17.1,2.51,20.68,21.82,23.44,0.4562,19.519989,8.58,0.64,0.117,8,0,GAMA,,,
208860,130.61922805,0.12372122,130.61922805,0.12372122,18.143,17.486,0.0519,0.05088,-19.36,1.01,19.6,20.73,22.36,0.0701,75.850006,9.75,1.04,0.136,3,0,GAMA,,,
345820,131.24559559,2.05165301,131.24559559,2.05165301,16.167,16.153,0.05193,0.05091,-20.7,1.94,19.41,20.54,22.17,0.2758,3.730011,10.26,1.0,0.316,8,0,GAMA,,,
48434,217.05669911,-0.66584996,217.05669911,-0.66584996,16.471,16.479,0.07389,0.07303,-21.24,2.74,19.55,20.69,22.31,0.6568,127.3,10.63,1.23,0.166,3,0,GAMA,,,
600057,133.58903118,0.37627953,133.58903118,0.37627953,18.99,15.28,0.08838,0.08729,-22.85,5.22,22.24,23.38,25.0,0.8244,86.70999,10.89,0.74,0.19,3,0,GAMA,,,
569457,219.21038451,-0.62211893,219.21038451,-0.62211893,15.141,15.113,0.0389,0.0381,-21.13,5.75,20.36,21.5,23.12,0.4292,89.71999,10.71,1.32,0.145,8,0,GAMA,,,
600882,137.88052466,0.40190318,137.88052466,0.40190318,16.617,16.624,0.0553,0.05419,-20.39,1.4,18.89,20.02,21.65,0.3613,8.0,10.28,1.19,0.091,8,0,GAMA,,,
289170,181.22584827,1.82130587,181.22584827,1.82130587,15.853,15.859,0.02111,0.01926,-18.98,4.45,20.29,21.42,23.05,0.5133,91.78,9.7,1.11,0.091,8,0,GAMA,,,
545308,218.92184121,-1.01966452,218.92184121,-1.01966452,17.381,17.377,0.09074,0.0899,-20.79,1.82,20.16,21.29,22.92,0.4052,140.97,10.34,1.1,0.142,3,0,GAMA,,,
204983,140.30728014,-0.23044183,140.30728014,-0.23044183,15.869,15.845,0.05608,0.05494,-21.19,4.83,20.61,21.75,23.37,0.4167,140.67,10.52,1.08,0.114,8,0,GAMA,,,
8450,182.42110735,0.65770108,182.42110735,0.65770108,16.331,16.283,0.02305,0.02149,-18.74,1.5,18.65,19.79,21.41,0.4168,159.9,9.53,1.01,0.112,8,0,GAMA,,,
376121,132.1177753,1.39725819,132.1177753,1.39725819,14.58,14.579,0.05253,0.05149,-22.33,6.36,19.97,21.11,22.73,0.4167,170.12,11.02,1.14,0.137,8,0,GAMA,,,
278771,133.61319571,0.92091062,133.61319571,0.92091062,18.793,18.821,0.04231,0.04126,-17.55,0.95,20.67,21.8,23.43,0.104,71.16,8.85,0.79,0.213,3,0,GAMA,,,
32139,183.5668128,-1.13589456,183.5668128,-1.13589456,16.517,16.535,0.101,0.0997,-21.94,2.53,20.36,21.5,23.12,0.117,109.53,10.99,1.41,0.073,4,0,GAMA,,,
231509,184.17067384,1.92159273,184.17067384,1.92159273,16.769,16.775,0.07609,0.07484,-21.03,5.25,21.17,22.3,23.92,0.6594,141.61,10.51,1.18,0.092,3,0,GAMA,,,
229202,221.04611529,1.17220488,221.04611529,1.17220488,18.235,18.001,0.02816,0.02743,-17.49,1.52,20.53,21.66,23.29,0.4301,175.34,8.83,0.74,0.164,8,1,GAMA,,,
205178,140.75556468,-0.39246432,140.75556468,-0.39246432,17.319,17.26,0.05729,0.05614,-19.82,2.5,20.72,21.85,23.48,0.3783,15.619995,9.97,1.09,0.106,3,0,GAMA,,,
617986,213.8504706,0.24782893,213.8504706,0.24782893,15.842,15.86,0.07814,0.07722,-21.96,5.29,20.79,21.93,23.55,0.5159,169.15,10.78,1.05,0.153,3,0,GAMA,,,
537426,185.30393452,-0.86424458,185.30393452,-0.86424458,14.807,14.813,0.0407,0.03949,-21.5,7.14,20.47,21.61,23.23,0.4002,57.820007,10.63,1.03,0.106,8,0,GAMA,,,
558846,174.10004159,-0.49682254,174.10004159,-0.49682254,17.638,17.642,0.02386,0.02239,-17.42,5.36,21.82,22.96,24.58,0.7079,92.87,8.37,0.24,0.08,8,0,GAMA,,,
486542,220.35082607,-1.71207479,220.35082607,-1.71207479,15.801,15.79,0.07853,0.07772,-22.01,4.4,21.1,22.23,23.86,0.0386,82.76001,10.59,0.78,0.163,3,0,GAMA,,,
9032,184.68921379,0.77289916,184.68921379,0.77289916,17.35,17.063,0.06513,0.06389,-20.33,2.82,20.95,22.09,23.71,0.2277,8.400009,10.3,1.27,0.078,3,0,GAMA,,,
561180,183.14104661,-0.5243065,183.14104661,-0.5243065,15.995,15.975,0.07324,0.07197,-21.73,4.63,20.43,21.57,23.19,0.5447,42.67,10.9,1.33,0.077,3,0,GAMA,,,
422292,130.15751857,2.61965909,130.15751857,2.61965909,16.241,16.209,0.05073,0.04973,-20.63,1.67,18.46,19.6,21.22,0.5702,96.649994,10.42,1.25,0.106,8,0,GAMA,,,
47577,213.34754997,-0.64722403,213.34754997,-0.64722403,17.41,17.444,0.02636,0.02546,-17.89,7.48,23.76,24.9,26.52,0.2087,127.04001,8.83,0.54,0.171,8,0,GAMA,,,
584731,180.19870788,-0.02333457,180.19870788,-0.02333457,17.538,15.152,0.00852,0.00644,-17.67,29.4,24.33,25.47,27.1,0.1947,50.740005,8.84,0.64,0.094,8,0,GAMA,,,
41055,184.17763079,-0.79651401,184.17763079,-0.79651401,16.507,16.512,0.07312,0.07186,-21.16,6.28,21.56,22.7,24.32,0.5253,99.95,10.63,1.27,0.084,3,0,GAMA,,,
9263,185.61150902,0.83796465,185.61150902,0.83796465,16.884,16.922,0.10006,0.09878,-21.57,3.05,19.7,20.84,22.46,0.7852,172.8,10.93,1.5,0.088,4,0,GAMA,,,
136881,176.33793455,-1.7229493,176.33793455,-1.7229493,16.784,16.838,0.02939,0.02814,-18.73,4.81,21.39,22.53,24.15,0.516,24.800003,9.55,1.06,0.062,8,0,GAMA,,,
381980,134.70745864,1.89069001,134.70745864,1.89069001,18.048,18.044,0.05988,0.05881,-19.13,0.97,19.65,20.79,22.42,0.3042,71.71001,9.63,1.01,0.16,3,0,GAMA,,,
273837,185.42081246,1.3834998,185.42081246,1.3834998,16.189,16.185,0.08014,0.07889,-21.72,3.72,19.18,20.32,21.95,0.8236,158.94,10.86,1.31,0.086,3,0,GAMA,,,
47395,212.74894618,-0.63126235,212.74894618,-0.63126235,17.563,17.263,0.03355,0.03265,-18.68,18.18,24.1,25.24,26.87,0.6215,108.05,9.46,0.89,0.194,8,0,GAMA,,,
511890,216.53658941,-1.20229668,216.53658941,-1.20229668,16.018,16.004,0.05635,0.05549,-21.07,3.86,19.91,21.05,22.67,0.6191,47.83,10.55,1.19,0.148,8,0,GAMA,,,
618931,217.42431079,0.36902069,217.42431079,0.36902069,17.365,16.945,0.0546,0.05376,-20.06,1.35,19.94,21.08,22.7,0.1829,51.689995,10.18,1.22,0.144,8,0,GAMA,,,
63780,216.89610735,-0.40702228,216.89610735,-0.40702228,16.332,16.33,0.05366,0.05281,-20.62,2.4,20.22,21.36,22.98,0.0502,145.13,10.32,1.13,0.171,8,0,GAMA,,,
288364,178.18100485,1.74076835,178.18100485,1.74076835,14.272,13.98,0.02206,0.02038,-20.93,4.6,19.69,20.83,22.45,0.6216,10.970001,10.07,0.59,0.067,8,0,GAMA,,,
205086,140.65136375,-0.40676229,140.65136375,-0.40676229,16.463,16.685,0.05666,0.05551,-20.39,1.14,19.31,20.45,22.07,0.3137,1.859993,10.38,1.31,0.109,8,0,GAMA,,,
273951,185.93037189,1.31108777,185.93037189,1.31108777,16.869,16.904,0.02745,0.02623,-18.49,4.34,21.38,22.53,24.15,0.4451,63.550003,8.72,0.15,0.097,8,0,GAMA,,,
16521,219.14996358,0.68830576,219.14996358,0.68830576,17.58,17.513,0.0563,0.05549,-19.54,2.01,20.41,21.55,23.17,0.4774,146.0,9.96,1.21,0.16,3,0,GAMA,,,
324351,135.71646938,1.71098085,135.71646938,1.71098085,16.69,16.674,0.05842,0.05733,-20.49,2.54,19.21,20.35,21.97,0.7716,117.84,10.45,1.35,0.235,8,0,GAMA,,,
619094,218.06745022,0.3801501033333333,218.06745022,0.38056677,15.821,16.332,0.03591,0.0351,-19.68,6.03,21.39,22.53,24.15,0.5263,20.599998,9.63,0.67,0.142,8,5,GAMA,,,
301071,132.02315752,1.11458721,132.02315752,1.11458721,17.155,17.142,0.08846,0.08739,-20.99,2.01,19.7,20.84,22.46,0.6013,47.48999,10.48,1.21,0.146,3,0,GAMA,,,
486276,219.30350852,-1.84533521,219.30350852,-1.84533521,16.388,16.404,0.05825,0.05744,-20.75,2.7,19.73,20.88,22.5,0.5481,132.78,10.37,1.14,0.158,8,0,GAMA,,,
609289,174.78625971,0.2970348,174.78625971,0.2970348,16.621,16.627,0.10773,0.10639,-22.0,4.43,20.97,22.11,23.74,0.5235,2.5800018,10.99,1.39,0.073,4,0,GAMA,,,
375615,130.04200051,1.24630305,130.04200051,1.24630305,16.113,16.093,0.07894,0.07791,-21.75,2.44,19.96,21.11,22.73,0.1404,23.919998,10.7,1.07,0.195,3,0,GAMA,,,
271977,177.32358572,1.23948649,177.32358572,1.23948649,16.249,16.234,0.09522,0.09391,-22.08,2.92,20.06,21.2,22.83,0.3349,73.59999,11.0,1.34,0.082,4,0,GAMA,,,
230634,180.67787172,1.95220866,180.67787172,1.95220866,14.192,13.731,0.01933,0.01728,-20.92,9.24,20.02,21.16,22.78,0.5606,148.45,10.54,1.17,0.084,8,0,GAMA,,,
536463,182.47688834,-0.91817312,182.47688834,-0.91817312,15.748,15.719,0.08049,0.07921,-22.18,3.2,19.44,20.59,22.21,0.5249,98.65,11.05,1.31,0.074,8,0,GAMA,,,
77931,215.47616803,0.03150423,215.47616803,0.03150423,17.878,17.723,0.07942,0.07853,-20.14,6.93,22.78,23.93,25.55,0.5961,136.92,10.43,1.39,0.127,3,1,GAMA,,,
320273,217.67638524,1.88144948,217.67638524,1.88144948,14.328,14.309,0.03471,0.0339,-21.63,9.95,21.0,22.15,23.77,0.2136,0.91000366,10.38,0.65,0.13,8,0,GAMA,,,
382640,137.80453209,1.96819132,137.80453209,1.96819132,17.892,17.899,0.05625,0.05514,-19.16,1.19,19.7,20.84,22.46,0.4382,116.189995,9.72,1.11,0.102,3,0,GAMA,,,
493336,220.36686442,-1.26263908,220.36686442,-1.26263908,15.873,15.892,0.07275,0.07195,-21.75,2.92,20.04,21.19,22.81,0.1929,105.75001,10.65,0.99,0.209,3,0,GAMA,,,
321142,221.48990336,1.72208752,221.48990336,1.72208752,18.633,17.635,0.03894,0.03819,-18.77,0.81,20.06,21.2,22.83,0.2143,147.51,10.1,1.49,0.146,8,1,GAMA,,,
371748,132.60506968,1.00392857,132.60506968,1.00392857,16.278,16.256,0.10718,0.10608,-22.35,2.53,20.26,21.41,23.03,0.0715,91.07,11.05,1.29,0.141,4,0,GAMA,,,
321075,221.10186447,1.67977227,221.10186447,1.67977227,11.969,11.685,0.0063,0.0052,-20.48,26.68,20.41,21.55,23.17,0.373,149.37,10.21,0.95,0.142,8,4,GAMA,,,
144338,179.76724341,-1.3939038,179.76724341,-1.3939038,17.489,17.495,0.0224,0.02073,-17.43,3.57,21.47,22.61,24.24,0.47,9.820007,8.7,0.64,0.086,8,0,GAMA,,,
546025,222.59571296,-0.88525075,222.59571296,-0.88525075,16.968,16.947,0.08405,0.08328,-21.1,2.53,19.96,21.1,22.72,0.6525,63.23999,10.66,1.37,0.171,3,0,GAMA,,,
418448,136.20931236,2.50647916,136.20931236,2.50647916,16.832,16.826,0.05575,0.05466,-20.18,2.03,19.59,20.73,22.35,0.5407,131.92,9.98,0.91,0.166,3,0,GAMA,,,
250277,214.43384317,1.98130786,214.43384317,1.98130786,16.38,16.349,0.05899,0.05811,-20.77,4.47,21.37,22.52,24.14,0.2895,135.48001,10.01,0.64,0.144,8,0,GAMA,,,
78590,217.76336024,0.15993101,217.76336024,0.15993101,17.558,17.572,0.07985,0.079,-20.33,2.32,19.98,21.13,22.75,0.7325,18.61,10.32,1.32,0.144,3,0,GAMA,,,
486594,220.43486253,-1.80701119,220.43486253,-1.80701119,15.043,14.966,0.00686,0.00578,-17.57,25.18,24.45,25.59,27.21,0.4284,104.57,8.73,0.66,0.171,8,0,GAMA,,,
513064,221.58594231,-1.08890681,221.58594231,-1.08890681,18.619,16.907,0.02975,0.02901,-18.65,2.38,21.01,22.15,23.77,0.1769,145.6,8.74,0.09,0.182,8,0,GAMA,,,
