catid,observation_count,type,ra_obj,dec_obj,ra_ifu,dec_ifu,r_petro,r_auto,z_tonry,z_spec,m_r,r_e,mu_within_1re,mu_1re,mu_2re,ellip,pa,mstar,g_i,a_g,surv_sami,bad_class,sample_origin,r_on_rtwo,v_on_sigma,is_mem,flag_repeated_catid,flag_morphology_match,flag_main_input_match
144497,1,-9.0,180.3771941,-1.43612296,180.3771941,-1.43612296,17.308,17.288,0.03664,0.0354,-18.78,1.4,19.76,21.36,22.91,0.1173,111.229996,9.28,0.69,0.119,8.0,0.0,GAMA,,,,False,True,True
144498,4,1.0,180.25110679,-1.38946468,180.25110679,-1.38946468,16.55,16.551,0.03661,0.03537,-19.53,2.69,20.14,21.27,22.89,0.4173,129.09,9.86,1.06,0.127,8.0,0.0,GAMA,,,,True,True,True
144640,1,1.0,180.93728078,-1.38039759,180.93728078,-1.38039759,15.621,15.574,0.0836,0.08231,-22.42,6.37,20.85,22.32,23.88,0.3908,169.39001,11.08,1.23,0.086,8.0,0.0,GAMA,,,,False,True,True
144682,4,5.0,181.03465421,-1.41718582,181.03465421,-1.41718582,17.695,17.7,0.03633,0.03509,-18.33,1.33,19.78,20.84,22.48,0.4062,90.55,9.02,0.6,0.084,8.0,0.0,GAMA,,,,True,True,True
144690,1,1.5,181.07852505,-1.36329099,181.07852505,-1.36329099,17.523,17.539,0.08481,0.08352,-20.52,1.9,19.78,20.72,22.4,0.6671,8.419998,10.4,1.34,0.083,3.0,0.0,GAMA,,,,False,True,True
144846,1,3.0,181.78978555,-1.25257586,181.78978555,-1.25257586,15.4,15.408,0.0386,0.03737,-20.76,7.01,21.46,22.35,24.06,0.0766,163.51001,10.02,0.63,0.081,8.0,0.0,GAMA,,,,False,True,True
145073,1,3.0,182.65821201,-1.33734504,182.65821201,-1.33734504,17.458,17.403,0.03555,0.03432,-18.59,2.86,20.9,21.74,23.47,0.5603,119.18,9.32,0.84,0.078,8.0,0.0,GAMA,,,,False,True,True
145267,1,-9.0,183.70060654,-1.34593655,183.70060654,-1.34593655,18.035,17.855,0.03294,0.03172,-17.97,1.96,20.77,21.99,23.59,0.4732,44.26999,9.12,0.89,0.079,8.0,0.0,GAMA,,,,False,True,True
145462,1,3.0,,,,,,,,,,,,,,,,,,,,,,,,,False,True,False
14552,1,1.0,212.02462596,0.74927355,212.02462596,0.74927355,15.875,15.84,0.07767,0.07673,-21.97,2.94,19.47,20.99,22.55,0.4359,178.62,10.87,1.19,0.131,3.0,0.0,GAMA,,,,False,True,True
14555,1,3.0,212.11498064,0.70028963,212.11498064,0.70028963,16.678,16.565,0.02651,0.02559,-18.73,4.52,21.23,21.87,23.74,0.4631,119.28,8.92,0.27,0.138,8.0,0.0,GAMA,,,,False,True,True
145583,1,3.0,185.32450739,-1.2541284,185.32450739,-1.2541284,15.964,15.877,0.02324,0.0217,-19.15,7.35,21.65,22.39,24.18,0.414,111.08,9.39,0.64,0.131,8.0,0.0,GAMA,,,,False,True,True
145729,1,1.5,185.93636698,-1.30560608,185.93636698,-1.30560608,16.055,15.98,0.04102,0.03981,-20.38,5.6,19.77,20.75,22.42,0.842,86.640015,10.4,1.31,0.098,8.0,0.0,GAMA,,,,False,True,True
14697,1,2.0,212.62800359,0.63346957,212.62800359,0.63346957,16.573,16.455,0.10778,0.10682,-22.15,3.12,20.35,21.47,23.1,0.5266,166.38,10.91,1.2,0.143,4.0,0.0,GAMA,,,,False,True,True
14753,1,2.0,,,,,,,,,,,,,,,,,,,,,,,,,False,True,False
14812,1,2.5,212.93002347,0.72011054,212.93002347,0.72011054,15.979,14.987,0.02568,0.02475,-20.28,5.0,20.31,21.21,22.92,0.2436,107.46001,9.99,0.81,0.134,8.0,0.0,GAMA,,,,False,True,True
15165,2,0.5,214.38117277,0.77164277,214.38117277,0.77164277,15.493,15.443,0.07844,0.07753,-22.4,6.24,21.12,22.59,24.16,0.1203,148.83,11.15,1.31,0.147,8.0,0.0,GAMA,,,,True,True,True
15218,1,3.0,214.59860441,0.7321288,214.59860441,0.7321288,16.401,16.458,0.02653,0.02566,-18.86,9.29,22.68,23.54,25.26,0.4478,121.6,9.11,0.45,0.145,8.0,0.0,GAMA,,,,False,True,True
15220,2,3.0,214.61653294,0.75008408,214.61653294,0.75008408,17.124,17.139,0.02634,0.02547,-18.16,2.23,20.12,21.09,22.77,0.5409,142.34,8.98,0.62,0.143,8.0,0.0,GAMA,,,,True,True,True
15481,1,0.0,215.75408194,0.79435287,215.75408194,0.79435287,14.888,14.788,0.05493,0.05407,-22.23,5.63,20.38,21.84,23.41,0.044,3.3899994,11.08,1.27,0.099,8.0,0.0,GAMA,,,,False,True,True
15847,1,3.0,216.96619195,0.75425347,216.96619195,0.75425347,17.224,17.24,0.05791,0.05706,-19.83,4.05,21.6,22.23,24.11,0.5034,148.14,9.56,0.56,0.126,3.0,0.0,GAMA,,,,False,True,True
15898,1,2.0,217.1874078,0.7114845,217.1874078,0.7114845,17.713,15.124,0.05763,0.05679,-22.01,9.85,20.91,21.89,23.56,0.6914,144.72,10.94,1.2,0.135,8.0,0.0,GAMA,,,,False,True,True
16022,1,0.5,217.45754642,0.66485519,217.45754642,0.66485519,16.338,16.34,0.05451,0.05368,-20.65,2.19,19.85,21.3,22.86,0.1207,30.940002,10.41,1.22,0.146,8.0,0.0,GAMA,,,,False,True,True
16026,1,2.5,217.53450615,0.70349884,217.53450615,0.70349884,16.552,16.563,0.05462,0.05379,-20.42,2.12,19.22,20.0,21.77,0.6311,156.75,10.23,1.09,0.146,8.0,0.0,GAMA,,,,False,True,True
16242,1,1.5,218.13435093,0.77151448,218.13435093,0.77151448,15.16,15.142,0.03488,0.03407,-20.82,7.48,21.04,22.31,23.9,0.2688,170.25,10.45,1.14,0.139,8.0,0.0,GAMA,,,,False,True,True
16294,1,3.0,218.2074077,0.63696711,218.2074077,0.63696711,17.298,17.236,0.02977,0.02897,-18.32,8.96,22.43,23.19,24.97,0.7383,134.33,8.91,0.46,0.135,8.0,0.0,GAMA,,,,False,True,True
16310,1,3.0,218.27027461,0.82323257,218.27027461,0.82323257,19.651,19.456,0.02976,0.02896,,3.27,22.79,23.65,25.37,0.7083,19.979996,8.2,0.66,0.138,8.0,0.0,GAMA,,,,False,True,True
16317,1,1.0,218.33730088,0.83733901,218.33730088,0.83733901,14.807,14.811,0.03493,0.03413,-21.16,5.59,19.92,21.28,22.86,0.4395,138.02,10.53,1.08,0.141,8.0,0.0,GAMA,,,,False,True,True
16382,1,0.5,,,,,,,,,,,,,,,,,,,,,,,,,False,True,False
16392,1,-9.0,218.52847409,0.63309901,218.52847409,0.63309901,17.054,17.879,0.03002,0.02922,-17.73,1.0,19.82,20.59,22.36,0.2934,23.940002,9.22,1.13,0.143,8.0,0.0,GAMA,,,,False,True,True
16426,1,3.0,218.71453614,0.69509782,218.71453614,0.69509782,17.894,17.872,0.03114,0.03035,-17.85,6.05,23.38,24.37,26.04,0.1361,102.13,9.16,0.97,0.141,8.0,0.0,GAMA,,,,False,True,True
16429,1,-9.0,218.65632464,0.66303607,218.65632464,0.66303607,17.494,17.501,0.0314,0.0306,-18.22,2.06,20.45,21.37,23.06,0.4789,145.11,9.34,1.04,0.138,8.0,0.0,GAMA,,,,False,True,True
16430,1,3.0,218.71531922,0.83816223,218.71531922,0.83816223,17.425,17.422,0.03158,0.03079,-18.29,3.98,21.92,22.49,24.43,0.4436,23.51001,9.19,0.83,0.157,8.0,0.0,GAMA,,,,False,True,True
16445,1,3.0,,,,,,,,,,,,,,,,,,,,,,,,,False,True,False
16487,1,2.5,219.03513003,0.7460916,219.03513003,0.7460916,17.883,17.865,0.05662,0.05581,-19.17,3.57,21.44,21.89,24.03,0.7084,89.630005,9.66,1.02,0.159,3.0,0.0,GAMA,,,,False,True,True
16525,1,0.0,219.18416381,0.71146961,219.18416381,0.71146961,16.892,16.788,0.05743,0.05662,-20.31,1.1,19.01,20.34,21.93,0.1198,115.46,10.26,1.2,0.16,8.0,0.0,GAMA,,,,False,True,True
16526,1,0.0,219.18604924,0.71005094,219.18604924,0.71005094,16.816,16.719,0.05705,0.05624,-20.37,2.24,20.38,21.44,23.08,0.1801,151.37,10.26,1.19,0.16,8.0,0.0,GAMA,,,,False,True,True
16828,1,3.0,220.45287105,0.68697063,220.45287105,0.68697063,14.339,14.332,0.00755,0.00633,-18.21,22.24,22.45,23.18,24.98,0.5992,56.619995,8.93,0.51,0.172,8.0,0.0,GAMA,,,,False,True,True
16863,2,3.0,220.69559745,0.66173095,220.69559745,0.66173095,15.071,14.885,0.00726,0.00607,-17.57,17.01,21.56,22.3,24.09,0.7749,67.369995,8.67,0.51,0.169,8.0,0.0,GAMA,,,,True,True,True
16920,2,-9.0,220.84609538,0.65042042,220.84609538,0.65042042,19.326,18.788,0.03948,0.03872,-17.49,2.47,23.66,24.56,26.26,0.4028,163.45999,9.01,0.96,0.192,8.0,0.0,GAMA,,,,True,True,True
16926,2,1.0,220.94265849,0.71789615,220.94265849,0.71789615,16.395,16.406,0.05113,0.05036,-20.45,2.47,19.4,20.27,21.99,0.627,33.95999,10.29,1.17,0.18,8.0,0.0,GAMA,,,,True,True,True
16948,2,3.0,221.10413229,0.78285742,221.10413229,0.78285742,16.901,16.882,0.02699,0.02626,-18.47,5.21,22.24,23.21,24.88,0.1717,31.630005,8.89,0.36,0.18,8.0,0.0,GAMA,,,,True,True,True
17273,1,3.0,222.76295086,0.68300398,222.76295086,0.68300398,16.213,16.216,0.06971,0.06896,-21.33,4.18,21.11,21.64,23.64,0.2735,92.45,10.42,0.89,0.17,3.0,0.0,GAMA,,,,False,True,True
17314,3,2.0,223.04204401,0.78398629,223.04204401,0.78398629,15.658,15.635,0.04398,0.04325,-20.86,4.05,20.28,21.18,22.88,0.3845,141.53,10.41,1.1,0.185,8.0,0.0,GAMA,,,,True,True,True
17390,3,0.5,223.30728599,0.65649125,223.30728599,0.65649125,15.929,15.905,0.09257,0.09181,-22.33,3.68,20.48,21.95,23.51,0.1676,123.95,11.06,1.28,0.182,8.0,0.0,GAMA,,,,True,True,True
176868,2,-9.0,174.43653426,-1.91050007,174.43653426,-1.91050007,18.41,18.398,0.02118,0.01935,-16.43,1.26,20.56,21.47,23.17,0.2838,133.45,8.49,0.85,0.1,8.0,0.0,GAMA,,,,True,True,True
176934,2,3.0,174.85849572,-1.89367869,174.85849572,-1.89367869,18.587,18.62,0.02342,0.02189,-16.45,1.35,20.81,21.76,23.44,0.378,97.090004,8.28,0.59,0.111,8.0,0.0,GAMA,,,,True,True,True
176955,2,2.5,174.94288989,-1.87526458,174.94288989,-1.87526458,15.202,15.184,0.0594,0.05811,-21.98,7.05,20.98,21.82,23.55,0.3385,69.67,10.62,0.81,0.101,8.0,0.0,GAMA,,,,True,True,True
176969,1,3.0,174.92810993,-1.85451453,174.92810993,-1.85451453,18.447,18.432,0.02336,0.02183,-16.57,3.32,21.54,22.09,24.07,0.7706,177.45999,8.28,0.54,0.1,8.0,0.0,GAMA,,,,False,True,True
176991,1,3.0,,,,,,,,,,,,,,,,,,,,,,,,,False,True,False
177010,1,1.5,175.29956564,-1.96232455,175.29956564,-1.96232455,16.095,16.097,0.05545,0.05417,-20.92,2.86,18.9,19.93,21.58,0.7507,172.6,10.55,1.26,0.082,8.0,0.0,GAMA,,,,False,True,True
177046,1,3.0,175.44023234,-1.90134773,175.44023234,-1.90134773,16.046,16.078,0.00791,0.00604,-16.56,3.85,20.69,21.71,23.37,0.2334,137.18,8.17,0.41,0.072,8.0,0.0,GAMA,,,,False,True,True
177081,1,3.0,175.53937108,-1.90905191,175.53937108,-1.90905191,16.51,16.5,0.02178,0.02004,-18.35,3.2,20.65,21.4,23.18,0.3276,138.0,8.92,0.46,0.068,8.0,0.0,GAMA,,,,False,True,True
177100,1,1.5,,,,,,,,,,,,,,,,,,,,,,,,,False,True,False
177143,1,2.0,175.90043871,-1.97504167,175.90043871,-1.97504167,15.845,15.862,0.04925,0.04798,-20.89,3.64,20.1,21.13,22.79,0.3806,30.100006,10.44,1.13,0.075,8.0,0.0,GAMA,,,,False,True,True
177232,1,1.0,176.10838436,-1.95708642,176.10838436,-1.95708642,15.167,15.088,0.07819,0.07688,-22.76,9.11,21.38,22.55,24.17,0.3215,144.78,11.26,1.27,0.068,8.0,0.0,GAMA,,,,False,True,True
177297,1,-9.0,176.28065436,-1.86604212,176.28065436,-1.86604212,17.769,17.799,0.02629,0.02497,-17.5,1.44,20.56,21.52,23.2,0.0225,53.0,9.0,0.97,0.062,8.0,0.0,GAMA,,,,False,True,True
177303,1,2.0,176.34334061,-1.87672108,176.34334061,-1.87672108,14.62,14.624,0.02828,0.02703,-20.87,6.21,20.32,21.55,23.15,0.1304,15.7400055,10.43,1.08,0.064,8.0,0.0,GAMA,,,,False,True,True
177326,1,3.0,176.33025409,-1.87229199,176.33025409,-1.87229199,19.612,19.185,0.02822,0.02696,-16.36,4.21,25.35,25.35,,0.4425,4.130005,8.48,0.83,0.064,8.0,0.0,GAMA,,,,False,True,True
177354,1,3.0,176.4675446,-1.8908342,176.4675446,-1.8908342,18.44,18.492,0.02899,0.02774,-22.37,3.06,22.38,23.45,25.09,0.332,114.869995,8.85,1.02,0.068,8.0,0.0,GAMA,,,,False,True,True
177481,1,3.0,176.91005847,-1.92284765,176.91005847,-1.92284765,17.941,17.905,0.02859,0.02734,-17.58,2.66,21.67,22.39,24.19,0.3012,51.25,8.84,0.73,0.064,8.0,0.0,GAMA,,,,False,True,True
177518,1,3.0,177.04420369,-1.98910252,177.04420369,-1.98910252,16.789,16.682,0.00689,0.00512,-15.67,4.5,22.66,23.18,25.2,0.6335,76.64,7.63,0.18,0.07,8.0,0.0,GAMA,,,,False,True,True
177969,1,0.0,178.46741825,-1.97492224,178.46741825,-1.97492224,15.744,15.734,0.0772,0.0759,-22.08,4.01,20.35,21.8,23.36,0.2087,62.630005,11.03,1.33,0.079,8.0,0.0,GAMA,,,,False,True,True
178149,1,3.0,179.36278962,-1.99887229,179.36278962,-1.99887229,16.777,16.755,0.02357,0.02205,-18.29,5.97,22.48,23.15,25.0,0.2009,17.790009,9.06,0.65,0.092,8.0,0.0,GAMA,,,,False,True,True
178190,1,1.0,179.56350052,-1.89153607,179.56350052,-1.89153607,14.412,14.368,0.02078,0.01884,-20.43,8.44,20.01,21.53,23.09,0.5271,81.33002,10.27,1.09,0.111,8.0,0.0,GAMA,,,,False,True,True
178197,1,2.0,179.57619848,-1.95879054,179.57619848,-1.95879054,14.872,14.872,0.02241,0.02074,-20.09,4.53,19.79,20.8,22.46,0.2946,2.1600037,10.07,1.01,0.112,8.0,0.0,GAMA,,,,False,True,True
178210,1,3.0,179.56518893,-1.97525945,179.56518893,-1.97525945,18.338,18.368,0.02313,0.02156,-16.63,2.84,22.24,23.01,24.78,0.3437,96.45,8.28,0.51,0.11,8.0,0.0,GAMA,,,,False,True,True
178290,1,3.0,179.81917059,-1.91532546,179.81917059,-1.91532546,17.544,17.44,0.02222,0.02052,-17.5,8.57,22.61,23.55,25.23,0.7534,3.880005,8.98,0.88,0.108,8.0,0.0,GAMA,,,,False,True,True
178300,1,3.0,179.95047238,-1.94284667,179.95047238,-1.94284667,16.79,16.759,0.02241,0.02074,-18.17,9.34,22.6,23.44,25.17,0.5648,47.48999,8.86,0.47,0.093,8.0,0.0,GAMA,,,,False,True,True
178481,4,3.0,180.44249877,-1.93474679,180.44249877,-1.93474679,16.865,16.884,0.02638,0.02508,-18.42,8.07,22.99,23.7,25.51,0.2869,41.550003,9.0,0.52,0.091,8.0,0.0,GAMA,,,,True,True,True
178578,4,3.0,180.76536576,-1.90571799,180.76536576,-1.90571799,17.801,17.766,0.0216,0.01981,-17.07,6.62,23.02,23.71,25.54,0.538,89.44,8.47,0.53,0.09,8.0,0.0,GAMA,,,,True,True,True
178580,1,3.0,180.81308709,-1.95678366,180.81308709,-1.95678366,18.124,18.043,0.02285,0.02124,-16.92,3.63,26.29,28.55,30.06,0.0024,99.48,8.43,0.56,0.086,8.0,0.0,GAMA,,,,False,True,True
178585,1,3.0,180.85449378,-1.87658081,180.85449378,-1.87658081,18.447,18.575,0.02196,0.02022,-16.34,4.17,22.19,22.94,24.73,0.7398,164.27,8.37,0.75,0.075,8.0,0.0,GAMA,,,,False,True,True
178865,1,3.0,182.18737363,-1.89501562,182.18737363,-1.89501562,18.044,17.937,0.02281,0.0212,-17.09,5.68,23.25,24.13,25.84,0.3483,170.06,8.42,0.45,0.085,8.0,0.0,GAMA,,,,False,True,True
179566,1,3.0,,,,,,,,,,,,,,,,,,,,,,,,,False,True,False
179584,1,2.5,185.555988,-1.91156169,185.555988,-1.91156169,16.189,16.199,0.07289,0.07164,-21.43,3.59,20.77,21.42,23.28,0.2012,106.89001,10.52,0.98,0.096,3.0,0.0,GAMA,,,,False,True,True
179588,1,2.0,,,,,,,,,,,,,,,,,,,,,,,,,False,True,False
179665,1,3.0,185.91417641,-1.94466361,185.91417641,-1.94466361,18.298,18.307,0.02647,0.0252,-16.98,1.91,21.08,22.26,23.87,0.4494,101.54,8.41,0.52,0.105,8.0,0.0,GAMA,,,,False,True,True
183932,2,3.0,174.27020677,-1.60977404,174.27020677,-1.60977404,18.679,18.48,0.0232,0.02165,-16.56,3.8,23.58,24.25,26.09,0.1625,166.19,8.27,0.52,0.095,8.0,0.0,GAMA,,,,True,True,True
184042,2,0.0,174.66401689,-1.53717485,174.66401689,-1.53717485,15.105,14.985,0.07815,0.07684,-22.83,6.05,20.56,22.17,23.72,0.0963,3.3600006,11.38,1.38,0.081,8.0,0.0,GAMA,,,,True,True,True
184046,2,0.0,174.70806548,-1.45814613,174.70806548,-1.45814613,16.056,15.998,0.0803,0.07899,-21.91,2.87,20.08,21.53,23.09,0.1316,69.979996,10.96,1.34,0.08,8.0,0.0,GAMA,,,,True,True,True
184122,3,2.0,175.05660903,-1.54796812,175.05660903,-1.54796812,15.593,15.61,0.048,0.04673,-21.09,3.69,19.81,20.88,22.52,0.4191,25.210007,10.54,1.14,0.07,8.0,0.0,GAMA,,,,True,True,True
184202,1,1.0,175.47617859,-1.45588909,175.47617859,-1.45588909,16.515,16.535,0.09455,0.09322,-21.77,2.85,20.05,21.34,22.93,0.4544,61.73001,10.88,1.33,0.06,3.0,0.0,GAMA,,,,False,True,True
184230,1,3.0,175.6488301,-1.54417401,175.6488301,-1.54417401,16.613,16.559,0.07477,0.07347,-21.18,5.39,22.15,23.07,24.76,0.0579,58.65999,10.41,0.93,0.053,3.0,0.0,GAMA,,,,False,True,True
184234,1,3.0,175.68429154,-1.48754249,175.68429154,-1.48754249,17.106,17.129,0.03037,0.02912,-18.51,6.78,22.92,24.13,25.74,0.0505,62.089996,9.01,0.48,0.057,8.0,0.0,GAMA,,,,False,True,True
184237,1,3.0,175.73812048,-1.53912642,175.73812048,-1.53912642,17.795,17.804,0.04464,0.04337,-18.71,4.01,21.23,21.95,23.75,0.7787,143.42,9.42,0.91,0.058,8.0,0.0,GAMA,,,,False,True,True
184268,1,2.0,175.82499255,-1.54644316,175.82499255,-1.54644316,16.059,16.021,0.07869,0.07738,-21.87,8.15,20.96,21.84,23.55,0.7915,11.539993,10.99,1.37,0.066,8.0,0.0,GAMA,,,,False,True,True
184281,1,3.0,175.80241086,-1.54990033,175.80241086,-1.54990033,17.471,17.516,0.02165,0.01989,-17.36,7.19,22.88,23.59,25.4,0.5666,175.77,8.54,0.46,0.064,8.0,0.0,GAMA,,,,False,True,True
184283,1,3.0,175.81111707,-1.56068203,175.81111707,-1.56068203,18.819,18.864,0.04448,0.04321,-17.65,2.12,21.7,22.32,24.21,0.5473,122.56,8.79,0.65,0.065,3.0,0.0,GAMA,,,,False,True,True
184354,1,3.0,176.07601995,-1.46175067,176.07601995,-1.46175067,18.654,18.672,0.0268,0.02551,-16.64,4.63,22.18,23.19,24.85,0.7819,2.5,8.23,0.45,0.073,8.0,0.0,GAMA,,,,False,True,True
184366,1,1.5,176.17554972,-1.61431109,176.17554972,-1.61431109,17.156,17.174,0.03038,0.02913,-18.47,2.13,20.57,21.37,23.12,0.2204,175.26999,9.46,1.07,0.076,8.0,0.0,GAMA,,,,False,True,True
184368,1,2.0,176.21029598,-1.60132189,176.21029598,-1.60132189,13.714,13.647,0.02968,0.02843,-21.95,15.25,20.97,22.02,23.66,0.5326,72.17999,10.74,0.92,0.079,8.0,0.0,GAMA,,,,False,True,True
184370,1,3.0,176.21728012,-1.53211655,176.21728012,-1.53211655,15.896,15.916,0.02688,0.02559,-19.44,4.47,20.96,21.88,23.57,0.1371,98.54,9.65,0.81,0.077,8.0,0.0,GAMA,,,,False,True,True
184415,1,3.0,176.34197715,-1.56520689,176.34197715,-1.56520689,15.983,16.006,0.0296,0.02835,-19.56,3.62,20.55,21.13,23.06,0.2374,97.43,9.56,0.65,0.07,8.0,0.0,GAMA,,,,False,True,True
184648,1,0.0,177.4014459,-1.45549329,177.4014459,-1.45549329,13.813,13.749,0.02069,0.01875,-21.05,5.64,19.17,20.49,22.07,0.224,59.11,10.6,1.18,0.078,8.0,0.0,GAMA,,,,False,True,True
184689,1,1.5,177.50139505,-1.46336545,177.50139505,-1.46336545,15.783,15.797,0.08165,0.08034,-22.15,4.46,19.99,21.18,22.79,0.6072,130.94,11.07,1.36,0.077,8.0,0.0,GAMA,,,,False,True,True
184718,1,3.0,177.64548138,-1.45341773,177.64548138,-1.45341773,18.146,18.184,0.02165,0.01988,-16.71,1.61,20.43,21.17,22.96,0.5479,16.929993,8.27,0.45,0.083,8.0,0.0,GAMA,,,,False,True,True
184834,1,3.0,178.22265718,-1.44905061,178.22265718,-1.44905061,17.465,17.504,0.02058,0.01863,-17.22,3.25,22.56,23.28,25.09,0.4582,147.04,8.35,0.31,0.088,8.0,0.0,GAMA,,,,False,True,True
185085,1,1.0,178.97876826,-1.60334071,178.97876826,-1.60334071,15.374,15.334,0.06556,0.06428,-22.08,3.32,19.1,20.51,22.08,0.5084,179.76999,10.96,1.21,0.097,8.0,0.0,GAMA,,,,False,True,True
185190,1,3.0,179.49464921,-1.55768041,179.49464921,-1.55768041,16.734,16.724,0.02195,0.02022,-18.19,5.29,21.84,22.83,24.5,0.3192,12.790009,9.01,0.63,0.073,8.0,0.0,GAMA,,,,False,True,True
185224,1,1.0,179.58978973,-1.45842632,179.58978973,-1.45842632,16.03,16.053,0.08299,0.08169,-21.94,4.26,20.02,20.99,22.67,0.655,156.9,10.98,1.35,0.08,8.0,0.0,GAMA,,,,False,True,True
185252,1,3.0,179.54588778,-1.64745427,179.54588778,-1.64745427,17.908,17.748,0.02331,0.02176,-17.27,7.25,23.43,24.17,25.96,0.3926,130.87,8.46,0.43,0.092,8.0,0.0,GAMA,,,,False,True,True
185282,1,2.0,179.79154972,-1.55396141,179.79154972,-1.55396141,16.238,16.268,0.05326,0.052,-20.64,4.25,21.15,22.17,23.83,0.1795,23.589996,10.11,0.83,0.1,8.0,0.0,GAMA,,,,False,True,True
185291,1,3.0,179.8047164,-1.60447066,179.8047164,-1.60447066,17.506,17.492,0.02346,0.02193,-17.58,4.8,22.37,23.09,24.89,0.4058,143.39,8.83,0.71,0.11,8.0,0.0,GAMA,,,,False,True,True
185298,1,3.0,,,,,,,,,,,,,,,,,,,,,,,,,False,True,False
185365,1,0.5,180.0115588,-1.61473473,180.0115588,-1.61473473,16.193,16.19,0.0535,0.05224,-20.75,1.79,19.28,20.46,22.07,0.1623,116.92,10.39,1.13,0.125,8.0,0.0,GAMA,,,,False,True,True
185376,1,3.0,180.08683065,-1.5918603,180.08683065,-1.5918603,17.909,17.909,0.02165,0.01987,-16.98,6.39,22.99,23.88,25.58,0.5905,89.16,8.85,0.99,0.129,8.0,0.0,GAMA,,,,False,True,True
185510,4,3.0,180.59132175,-1.45393562,180.59132175,-1.45393562,16.515,16.206,0.02217,0.02047,-18.73,8.21,21.28,21.96,23.79,0.7754,30.089996,9.4,0.85,0.1,8.0,0.0,GAMA,,,,True,True,True
185532,4,3.0,180.69426804,-1.59342519,180.69426804,-1.59342519,16.076,16.092,0.02195,0.02021,-18.81,7.44,22.61,23.23,25.12,0.1218,0.020004272,9.28,0.65,0.088,8.0,0.0,GAMA,,,,True,True,True
185557,1,3.0,180.75342689,-1.6380176,180.75342689,-1.6380176,19.576,17.985,0.02103,0.01914,-17.3,2.55,22.68,24.07,25.64,0.2395,109.09,9.62,1.51,0.085,8.0,0.0,GAMA,,,,False,True,True
185567,1,0.5,180.80043345,-1.48836433,180.80043345,-1.48836433,16.166,16.147,0.08366,0.08237,-21.86,3.58,20.3,21.65,23.23,0.3816,96.86,10.9,1.3,0.086,8.0,0.0,GAMA,,,,False,True,True
185569,1,3.0,180.83365567,-1.57612415,180.83365567,-1.57612415,18.549,18.51,0.02231,0.02063,-16.43,0.89,19.71,20.86,22.48,0.4387,149.48001,8.24,0.57,0.085,8.0,0.0,GAMA,,,,False,True,True
185622,1,3.0,181.08444427,-1.53027621,181.08444427,-1.53027621,15.867,16.853,0.0067,0.00488,-15.47,43.81,27.89,29.61,31.15,0.2915,72.95001,7.87,0.54,0.087,8.0,0.0,GAMA,,,,False,True,True
185795,1,3.0,181.90156252,-1.55413748,181.90156252,-1.55413748,15.828,15.815,0.05256,0.05131,-21.06,5.23,20.95,21.8,23.53,0.3391,60.42,10.18,0.7,0.095,8.0,0.0,GAMA,,,,False,True,True
185863,1,3.0,182.07893983,-1.4665707,182.07893983,-1.4665707,17.455,17.469,0.02572,0.02439,-17.77,1.82,20.45,21.75,23.34,0.196,66.47,8.91,0.72,0.084,8.0,0.0,GAMA,,,,False,True,True
185914,1,0.5,182.45537204,-1.47165803,182.45537204,-1.47165803,16.128,16.139,0.11263,0.11131,-22.59,4.96,21.24,22.59,24.17,0.159,177.27,11.16,1.3,0.079,4.0,0.0,GAMA,,,,False,True,True
186012,1,0.0,182.69417448,-1.56899615,182.69417448,-1.56899615,16.555,16.501,0.10206,0.10076,-22.0,7.47,21.94,23.54,25.09,0.1341,110.51,11.03,1.42,0.076,4.0,0.0,GAMA,,,,False,True,True
186380,1,3.0,184.25793444,-1.47977084,184.25793444,-1.47977084,17.174,17.176,0.02212,0.02042,-17.73,2.36,20.64,21.62,23.29,0.3114,32.690002,8.93,0.77,0.095,8.0,0.0,GAMA,,,,False,True,True
186406,1,3.0,184.3950786,-1.61149382,184.3950786,-1.61149382,17.257,16.795,0.02228,0.0206,-18.26,5.61,21.87,22.71,24.44,0.6103,108.66,9.58,1.19,0.113,8.0,0.0,GAMA,,,,False,True,True
186467,1,-9.0,,,,,,,,,,,,,,,,,,,,,,,,,False,True,False
186470,1,1.0,184.65302771,-1.51681145,184.65302771,-1.51681145,16.562,16.544,0.07038,0.06913,-21.04,1.54,18.73,20.26,21.82,0.4628,133.53,10.49,1.16,0.101,3.0,0.0,GAMA,,,,False,True,True
186573,1,1.5,185.09690318,-1.51758991,185.09690318,-1.51758991,17.067,17.066,0.06958,0.06833,-20.51,1.75,19.0,20.07,21.71,0.7096,135.76999,10.4,1.31,0.099,3.0,0.0,GAMA,,,,False,True,True
186717,1,3.0,185.58326114,-1.48783006,185.58326114,-1.48783006,17.904,17.921,0.03482,0.03361,-17.98,3.08,22.12,22.75,24.63,0.2348,138.98001,8.93,0.67,0.107,3.0,0.0,GAMA,,,,False,True,True
186742,1,3.0,185.64358464,-1.54642617,185.64358464,-1.54642617,17.178,17.161,0.02304,0.02148,-17.86,9.71,23.56,24.5,26.18,0.2429,133.76001,8.7,0.43,0.102,8.0,0.0,GAMA,,,,False,True,True
186803,1,2.5,185.92496952,-1.47624466,185.92496952,-1.47624466,15.418,15.399,0.02638,0.02511,-19.91,3.42,19.86,21.07,22.68,0.2023,86.23999,9.77,0.74,0.099,8.0,0.0,GAMA,,,,False,True,True
