cubeid,cubeidpub,cubename,catid,pa_stelkin,pa_stelkin_err,sigma_re,sigma_re_err,sigma_3kpc_round,sigma_3kpc_round_err,sigma_1_4_arcsecond,sigma_1_4_arcsecond_err,sigma_2_arcsecond,sigma_2_arcsecond_err,sigma_3_arcsecond,sigma_3_arcsecond_err,sigma_4_arcsecond,sigma_4_arcsecond_err,aper_corr_flag,rmax_aper_corr,lambdar_re,lambdar_re_err,lambdar_max,lambdar_max_err,vsigma_re,vsigma_re_err,vsigma_max,vsigma_max_err,mean_k51_re,mean_k51_re_err,sigma_re_mge,sigma_re_mge_err,aper_corr_flag_mge,rmax_aper_corr_mge,lambdar_re_mge,lambdar_re_mge_err,lambdar_max_mge,lambdar_max_mge_err,vsigma_re_mge,vsigma_re_mge_err,vsigma_max_mge,vsigma_max_mge_err,mean_k51_re_mge,mean_k51_re_mge_err,observation_count,type,ra_obj,dec_obj,ra_ifu,dec_ifu,r_petro,r_auto,z_tonry,z_spec,m_r,r_e,mu_within_1re,mu_1re,mu_2re,ellip,pa,mstar,g_i,a_g,surv_sami,bad_class,sample_origin,r_on_rtwo,v_on_sigma,is_mem,flag_repeated_catid,flag_morphology_match,flag_main_input_match,flag_finite_m_r,flag_finite_mstar,flag_finite_sigma_re,flag_finite_sigma_re_err,flag_positive_sigma_re
238398_blue_red_8_Y14SAR2_P005_15T065_2017_02_27-2017_03_05,238398_A,238398_blue_8_Y14SAR2_P005_15T065_2017_02_27-2017_03_05.fits,238398,183.0,6.416664,75.73874,2.2161522,72.53546,2.648088,69.68166,3.6593943,72.53333,3.3641603,74.11258,2.6674204,75.72511,2.2788746,0.0,1.0,0.24419726,0.027598213,,,0.278281,0.028662818,,,0.124577895,0.055169024,73.27665,2.8085659,0.0,1.0,0.18138416,0.032471154,,,0.21011373,0.0326136,,,0.124577895,0.055169024,1,-9.0,214.26069847,1.56737501,214.26069847,1.56737501,17.11,17.109,0.05763,0.05674,-19.99,2.39,20.69,22.11,23.68,0.1826,178.74,10.04,1.09,0.146,8.0,0.0,GAMA,,,,False,True,True,True,True,True,True,True
238406_blue_red_8_Y14SAR2_P005_15T065_2017_02_27-2017_03_05,238406_A,238406_blue_8_Y14SAR2_P005_15T065_2017_02_27-2017_03_05.fits,238406,28.0,2.6666667,101.33088,3.8127697,86.62235,4.3895802,89.82803,6.951108,85.311874,5.0778217,85.55894,4.3899927,86.50621,4.033933,1.0,0.9358981,0.62644106,0.018816084,0.6082193,0.018816084,0.9110809,0.03881434,0.87325937,0.03881434,0.05587541,0.012102356,95.693306,3.6151237,1.0,0.9418533,0.62900656,0.0179744,0.6125513,0.0179744,0.9262887,0.03779049,0.89144725,0.03779049,0.05587541,0.012102356,1,3.0,214.20244045,1.75963445,214.20244045,1.75963445,15.683,15.722,0.05673,0.05584,-21.34,6.77,21.65,22.42,24.19,0.3745,21.910004,10.45,0.92,0.157,8.0,0.0,GAMA,,,,False,True,True,True,True,True,True,True
238412_blue_red_8_Y14SAR2_P005_15T065_2017_02_27-2017_03_05,238412_A,238412_blue_8_Y14SAR2_P005_15T065_2017_02_27-2017_03_05.fits,238412,292.0,1.0833334,309.30145,2.8805737,306.94662,2.6413496,312.76437,3.7539964,310.0546,3.2987275,306.52167,2.1422164,308.08698,2.4697127,0.0,1.0,0.31521222,0.009944605,,,0.3536569,0.009792906,,,0.02772024,0.010386188,306.6485,2.8638463,0.0,1.0,0.24626027,0.009404131,,,0.26752192,0.009008328,,,0.02772024,0.010386188,1,1.0,214.25389026,1.66315035,214.25389026,1.66315035,15.478,15.349,0.05622,0.05533,-21.73,2.6,18.27,19.67,21.25,0.6809,108.26,10.88,1.28,0.163,8.0,0.0,GAMA,,,,False,True,True,True,True,True,True,True
238453_blue_red_8_Y14SAR2_P005_15T065_2017_02_27-2017_03_05,238453_A,238453_blue_8_Y14SAR2_P005_15T065_2017_02_27-2017_03_05.fits,238453,51.5,2.5833333,148.13976,1.6974112,160.55962,2.2002356,161.96982,3.7320714,163.42996,2.399727,156.30562,2.0062873,152.54555,1.8151683,0.0,1.0,0.15505071,0.009935047,,,0.15977685,0.008986817,,,0.09478171,0.037539236,151.65395,1.9368422,0.0,1.0,0.12512344,0.010182024,,,0.13590175,0.009567377,,,0.09478171,0.037539236,1,0.5,214.30321406,1.71399133,214.30321406,1.71399133,15.731,15.718,0.05546,0.05458,-21.32,3.29,20.12,21.49,23.07,0.1013,19.169998,10.69,1.24,0.161,8.0,0.0,GAMA,,,,False,True,True,True,True,True,True,True
238458_blue_red_9_Y17SAR3_P009_15T132_2018_05_07-2018_05_16,238458_B,238458_blue_9_Y17SAR3_P009_15T132_2018_05_07-2018_05_16.fits,238458,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0.0,214.34860454,1.64469621,214.34860454,1.64469621,15.238,15.081,0.07843,0.07753,-22.78,6.69,20.92,22.53,24.08,0.0787,49.51999,11.28,1.3,0.158,8.0,0.0,GAMA,,,,True,True,True,True,True,False,False,False
238458_blue_red_11_Y17SAR3_P009_15T132_2018_04_09-2018_04_19,238458_A,238458_blue_11_Y17SAR3_P009_15T132_2018_04_09-2018_04_19.fits,238458,142.5,5.3333335,242.34717,2.056837,266.07373,2.1399212,272.5487,2.36802,266.07373,2.1686454,262.86667,1.7235656,254.654,1.503669,0.0,1.0,0.09276382,0.005342363,,,0.09433559,0.00462721,,,0.25044143,0.05537538,251.89438,1.6210186,0.0,1.0,0.059848126,0.004606575,,,0.063655436,0.003978433,,,0.25044143,0.05537538,2,0.0,214.34860454,1.64469621,214.34860454,1.64469621,15.238,15.081,0.07843,0.07753,-22.78,6.69,20.92,22.53,24.08,0.0787,49.51999,11.28,1.3,0.158,8.0,0.0,GAMA,,,,True,True,True,True,True,True,True,True
238496_blue_red_7_Y13SAR1_P012_15T012_2013_04_12-2013_04_16,238496_A,238496_blue_7_Y13SAR1_P012_15T012_2013_04_12-2013_04_16.fits,238496,264.0,5.6666665,74.15498,2.6840737,58.31573,3.4712434,58.01363,6.0953255,60.028904,4.0750637,59.94612,2.940757,61.265892,3.2356706,0.0,1.0,0.60607207,0.024439821,,,0.82515615,0.05515987,,,0.034420524,0.013794283,59.993427,3.2910302,0.0,1.0,0.54775476,0.028749805,,,0.7071585,0.05872001,,,0.034420524,0.013794283,1,1.5,214.47222209,1.63964903,214.47222209,1.63964903,16.954,16.957,0.05544,0.05456,-20.07,5.31,21.2,22.14,23.83,0.7284,77.22,10.13,1.16,0.142,8.0,0.0,GAMA,,,,False,True,True,True,True,True,True,True
238500_blue_red_11_Y17SAR3_P009_15T132_2018_04_09-2018_04_19,238500_A,238500_blue_11_Y17SAR3_P009_15T132_2018_04_09-2018_04_19.fits,238500,65.0,4.25,112.980125,1.4800851,112.410675,1.5057169,121.321335,2.10475,115.01843,1.6331241,111.50521,1.4217834,108.51868,1.3648432,0.0,1.0,0.102713615,0.012263079,,,0.109483816,0.011542085,,,,,114.74254,1.5829849,,,,,,,,,,,,,2,0.0,214.4985581,1.70716045,214.4985581,1.70716045,16.903,16.894,0.05498,0.0541,-20.12,1.62,19.65,21.3,22.85,0.1543,23.020004,10.18,1.19,0.139,8.0,0.0,GAMA,,,,True,True,True,True,True,True,True,True
238500_blue_red_9_Y17SAR3_P009_15T132_2018_05_07-2018_05_16,238500_B,238500_blue_9_Y17SAR3_P009_15T132_2018_05_07-2018_05_16.fits,238500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0.0,214.4985581,1.70716045,214.4985581,1.70716045,16.903,16.894,0.05498,0.0541,-20.12,1.62,19.65,21.3,22.85,0.1543,23.020004,10.18,1.19,0.139,8.0,0.0,GAMA,,,,True,True,True,True,True,False,False,False
238922_blue_red_8_Y15SAR3_P002_15T108_2015_04_14-2015_04_22,238922_A,238922_blue_8_Y15SAR3_P002_15T108_2015_04_14-2015_04_22.fits,238922,312.5,0.75,185.24484,1.3810326,183.16782,1.0273633,181.89278,1.2222127,181.62411,1.2461402,181.09116,1.2252405,183.39432,1.2233529,0.0,1.0,0.32164177,0.0030388213,,,0.337657,0.002993862,,,0.018580135,0.004955165,183.72144,1.2460961,0.0,1.0,0.29935908,0.0030335654,,,0.31180486,0.0030173254,,,0.018580135,0.004955165,1,0.0,215.7872446,1.67158066,215.7872446,1.67158066,13.937,13.869,0.02702,0.02618,-21.52,6.33,19.53,21.06,22.62,0.1972,127.53,10.74,1.13,0.123,8.0,0.0,GAMA,,,,False,True,True,True,True,True,True,True
239092_blue_red_7_Y15SAR4_P002_15T111_2015_05_14-2015_05_20,239092_A,239092_blue_7_Y15SAR4_P002_15T111_2015_05_14-2015_05_20.fits,239092,308.0,29.916666,,,53.032307,3.4069047,49.44588,6.5598006,55.931667,4.3566113,53.973312,3.6806397,53.032307,3.0415814,1.0,0.24608248,0.38165593,0.041507877,0.14879,0.041507877,0.45866808,0.040973894,0.18697786,0.040973894,,,,,,,,,,,,,,,,,1,3.0,216.40870223,1.60042781,216.40870223,1.60042781,15.634,15.537,0.03945,0.03861,-20.7,9.75,22.5,23.52,25.18,0.2268,142.5,9.99,0.63,0.114,8.0,0.0,GAMA,,,,False,True,True,True,True,False,False,False
239109_blue_red_7_Y15SAR4_P002_15T111_2015_05_14-2015_05_20,239109_A,239109_blue_7_Y15SAR4_P002_15T111_2015_05_14-2015_05_20.fits,239109,69.0,0.75,215.4013,2.7369442,196.29082,3.4252365,198.44945,4.3243113,196.29082,3.3494282,189.93172,2.5136247,189.63417,2.2816052,0.0,1.0,0.6053502,0.0060962015,,,0.7878672,0.010968548,,,0.025132433,0.0049412902,204.07217,2.2741303,0.0,1.0,0.57655734,0.006493097,,,0.7344827,0.010885903,,,0.025132433,0.0049412902,1,2.0,216.54178891,1.60488788,216.54178891,1.60488788,15.464,15.457,0.08622,0.08535,-22.61,6.41,20.8,21.83,23.48,0.4547,70.01999,11.12,1.18,0.117,8.0,0.0,GAMA,,,,False,True,True,True,True,True,True,True
239172_blue_red_11_Y14SAR3_P004_15T079_2014_04_24-2014_05_04,239172_A,239172_blue_11_Y14SAR3_P004_15T079_2014_04_24-2014_05_04.fits,239172,,,,,99.46478,11.623739,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3.0,216.68225,1.62607325,216.68225,1.62607325,18.967,18.967,0.02978,0.02896,-16.58,2.56,22.22,22.72,24.77,0.5506,11.929993,8.22,0.47,0.115,8.0,0.0,GAMA,,,,True,True,True,True,True,False,False,False
239172_blue_red_7_Y14SAR3_P004_15T079_2014_04_24-2014_05_04,239172_B,239172_blue_7_Y14SAR3_P004_15T079_2014_04_24-2014_05_04.fits,239172,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3.0,216.68225,1.62607325,216.68225,1.62607325,18.967,18.967,0.02978,0.02896,-16.58,2.56,22.22,22.72,24.77,0.5506,11.929993,8.22,0.47,0.115,8.0,0.0,GAMA,,,,True,True,True,True,True,False,False,False
239249_blue_red_7_Y14SAR3_P004_15T079_2014_04_24-2014_05_04,239249_B,239249_blue_7_Y14SAR3_P004_15T079_2014_04_24-2014_05_04.fits,239249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3.0,217.01837565,1.63906305,217.01837565,1.63906305,16.885,16.931,0.02983,0.02901,-18.65,3.46,20.25,20.64,22.93,0.7536,126.02,9.36,0.84,0.118,8.0,0.0,GAMA,,,,True,True,True,True,True,False,False,False
239249_blue_red_11_Y14SAR3_P004_15T079_2014_04_24-2014_05_04,239249_A,239249_blue_11_Y14SAR3_P004_15T079_2014_04_24-2014_05_04.fits,239249,145.0,5.9166665,56.28058,2.398589,51.888573,3.1163993,54.655907,3.9274886,53.20475,3.388827,52.406124,3.0549479,51.124866,2.6769507,,,,,,,,,,,0.07388678,0.015311346,53.75246,3.298274,0.0,1.0,0.44271338,0.03424551,,,0.5310425,0.046152256,,,0.07388678,0.015311346,2,3.0,217.01837565,1.63906305,217.01837565,1.63906305,16.885,16.931,0.02983,0.02901,-18.65,3.46,20.25,20.64,22.93,0.7536,126.02,9.36,0.84,0.118,8.0,0.0,GAMA,,,,True,True,True,True,True,True,True,True
239292_blue_red_7_Y14SAR3_P004_15T079_2014_04_24-2014_05_04,239292_B,239292_blue_7_Y14SAR3_P004_15T079_2014_04_24-2014_05_04.fits,239292,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0.5,217.19993103,1.69292605,217.19993103,1.69292605,16.825,16.837,0.04906,0.04823,-19.89,1.92,19.58,20.25,22.1,0.4923,70.380005,10.0,1.07,0.126,8.0,0.0,GAMA,,,,True,True,True,True,True,False,False,False
239292_blue_red_11_Y14SAR3_P004_15T079_2014_04_24-2014_05_04,239292_A,239292_blue_11_Y14SAR3_P004_15T079_2014_04_24-2014_05_04.fits,239292,249.0,1.1666666,97.77622,1.9842148,90.756485,1.8643612,91.157364,3.3728623,91.384224,2.2498577,90.756485,1.8270948,94.50597,1.9306448,0.0,1.0,0.4106645,0.014028554,,,0.50445074,0.019093635,,,0.04048903,0.012695087,92.92772,2.2522726,0.0,1.0,0.350171,0.014498791,,,0.4181637,0.017899046,,,0.04048903,0.012695087,2,0.5,217.19993103,1.69292605,217.19993103,1.69292605,16.825,16.837,0.04906,0.04823,-19.89,1.92,19.58,20.25,22.1,0.4923,70.380005,10.0,1.07,0.126,8.0,0.0,GAMA,,,,True,True,True,True,True,True,True,True
239376_blue_red_11_Y14SAR3_P004_15T079_2014_04_24-2014_05_04,239376_A,239376_blue_11_Y14SAR3_P004_15T079_2014_04_24-2014_05_04.fits,239376,181.5,3.749998,,,51.90378,2.2930372,46.579315,4.4115577,49.40771,3.3014877,48.51704,2.6906588,50.253822,2.4340482,1.0,0.6641653,0.5225975,0.022580288,0.41530007,0.022580288,0.6671166,0.03227093,0.5134031,0.03227093,0.06951127,0.013935134,56.223854,2.23563,1.0,0.7627497,0.49302837,0.021257456,0.42260915,0.021257456,0.69958085,0.041936595,0.58825064,0.041936595,0.06951127,0.013935134,2,3.0,217.52015311,1.53684563,217.52015311,1.53684563,15.93,15.897,0.02794,0.02714,-19.55,7.93,21.23,22.02,23.78,0.6775,176.11,9.58,0.68,0.131,8.0,0.0,GAMA,,,,True,True,True,True,True,False,False,False
239376_blue_red_7_Y14SAR3_P004_15T079_2014_04_24-2014_05_04,239376_B,239376_blue_7_Y14SAR3_P004_15T079_2014_04_24-2014_05_04.fits,239376,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3.0,217.52015311,1.53684563,217.52015311,1.53684563,15.93,15.897,0.02794,0.02714,-19.55,7.93,21.23,22.02,23.78,0.6775,176.11,9.58,0.68,0.131,8.0,0.0,GAMA,,,,True,True,True,True,True,False,False,False
239490_blue_red_7_Y14SAR4_P009_15T095_2016_04_04-2016_04_12,239490_A,239490_blue_7_Y14SAR4_P009_15T095_2016_04_04-2016_04_12.fits,239490,161.5,20.499998,45.915077,6.5040207,44.255737,5.299614,,,38.356827,7.1968136,38.406757,6.441373,44.03773,5.6566687,,,,,,,,,,,,,44.50193,5.698945,,,,,,,,,,,,,1,3.0,217.99756757,1.58139943,217.99756757,1.58139943,16.712,16.678,0.03057,0.02977,-18.97,5.66,22.3,23.16,24.88,0.191,174.20999,9.21,0.51,0.15,8.0,0.0,GAMA,,,,False,True,True,True,True,True,True,True
239560_blue_red_7_Y14SAR4_P009_15T095_2016_04_04-2016_04_12,239560_A,239560_blue_7_Y14SAR4_P009_15T095_2016_04_04-2016_04_12.fits,239560,39.0,0.6666667,132.91873,1.2403712,111.80774,1.2730395,89.46772,2.248199,89.15718,1.8090333,97.29498,1.5402224,102.79906,1.3996563,0.0,1.0,0.3028285,0.009159619,,,0.36072835,0.011068678,,,0.048729174,0.0073116533,116.041954,1.262878,0.0,1.0,0.2748787,0.0069751046,,,0.33065167,0.007918346,,,0.048729174,0.0073116533,1,2.5,218.20944941,1.54247381,218.20944941,1.54247381,15.359,15.326,0.02792,0.02714,-20.14,4.7,19.03,19.66,21.54,0.8159,40.869995,10.16,1.11,0.166,8.0,0.0,GAMA,,,,False,True,True,True,True,True,True,True
240108_blue_red_7_Y15SAR4_P004_15T113_2016_03_03-2016_03_13,240108_A,240108_blue_7_Y15SAR4_P004_15T113_2016_03_03-2016_03_13.fits,240108,246.5,4.0,46.839207,1.1872832,48.22217,1.5075854,48.71634,2.8811178,43.429684,1.9895351,45.206398,1.5888948,46.828133,1.3253553,1.0,1.017546,0.19515546,0.010277734,0.19751948,0.010277734,0.22277418,0.010246018,0.22526798,0.010246018,0.053808305,0.016819224,,,1.0,0.9562197,0.19767882,0.0104607195,0.19164261,0.0104607195,0.2288467,0.010547493,0.222383,0.010547493,0.053808305,0.016819224,1,3.0,220.62338103,1.50040202,220.62338103,1.50040202,14.466,14.454,0.00777,0.00652,-18.17,7.37,20.32,21.06,22.85,0.4237,71.57001,9.02,0.65,0.154,8.0,0.0,GAMA,,,,False,True,True,True,True,True,True,True
240202_blue_red_7_Y15SAR4_P004_15T113_2016_03_03-2016_03_13,240202_A,240202_blue_7_Y15SAR4_P004_15T113_2016_03_03-2016_03_13.fits,240202,166.5,29.83333,,,,,44.807327,4.603976,38.531017,3.6509466,36.41177,3.1026511,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3.0,221.12827673,1.52201141,221.12827673,1.52201141,14.914,14.816,0.00576,0.00475,-17.13,10.75,22.73,23.93,25.54,0.2089,159.04999,8.66,0.7,0.147,8.0,0.0,GAMA,,,,False,True,True,True,True,False,False,False
240205_blue_red_12_Y14SAR2_P009_15T069_2015_08_12-2015_08_17,240205_A,240205_blue_12_Y14SAR2_P009_15T069_2015_08_12-2015_08_17.fits,240205,233.0,8.75,63.03629,3.4003663,56.223698,3.7234025,42.65962,6.9456882,48.40307,4.4761686,51.35995,3.6807015,56.223698,3.685518,,,,,,,,,,,,,57.36536,3.392812,,,,,,,,,,,,,2,3.0,221.17579527,1.44970087,221.17579527,1.44970087,17.061,17.04,0.03897,0.03821,-19.14,5.87,21.68,22.41,24.21,0.6905,59.92,9.39,0.66,0.144,8.0,0.0,GAMA,,,,True,True,True,True,True,True,True,True
240205_blue_red_9_Y14SAR2_P009_15T069_2017_03_24-2017_04_02,240205_B,240205_blue_9_Y14SAR2_P009_15T069_2017_03_24-2017_04_02.fits,240205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3.0,221.17579527,1.44970087,221.17579527,1.44970087,17.061,17.04,0.03897,0.03821,-19.14,5.87,21.68,22.41,24.21,0.6905,59.92,9.39,0.66,0.144,8.0,0.0,GAMA,,,,True,True,True,True,True,False,False,False
240227_blue_red_12_Y14SAR2_P009_15T069_2015_08_12-2015_08_17,240227_A,240227_blue_12_Y14SAR2_P009_15T069_2015_08_12-2015_08_17.fits,240227,173.0,1.0,68.40527,1.3941369,67.03673,1.4717265,69.83135,2.7177413,66.59795,2.0938888,67.4092,1.4899141,66.89151,1.2930592,1.0,0.92492163,0.5573009,0.007981705,0.53576654,0.007981705,0.70586956,0.011821224,0.67147774,0.011821224,0.042264055,0.006672253,67.760216,1.3520898,1.0,0.9236219,0.5602052,0.007866873,0.53826755,0.007866873,0.7140279,0.011927037,0.6786275,0.011927037,0.042264055,0.006672253,2,2.5,221.25093104,1.40853686,221.25093104,1.40853686,15.241,15.235,0.03459,0.03384,-20.7,7.21,21.3,22.05,23.84,0.2358,35.009995,10.16,0.83,0.148,8.0,0.0,GAMA,,,,True,True,True,True,True,True,True,True
240227_blue_red_9_Y14SAR2_P009_15T069_2017_03_24-2017_04_02,240227_B,240227_blue_9_Y14SAR2_P009_15T069_2017_03_24-2017_04_02.fits,240227,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2.5,221.25093104,1.40853686,221.25093104,1.40853686,15.241,15.235,0.03459,0.03384,-20.7,7.21,21.3,22.05,23.84,0.2358,35.009995,10.16,0.83,0.148,8.0,0.0,GAMA,,,,True,True,True,True,True,False,False,False
240263_blue_red_10_Y14SAR3_P009_15T084_2016_03_03-2016_03_13,240263_A,240263_blue_10_Y14SAR3_P009_15T084_2016_03_03-2016_03_13.fits,240263,137.5,7.1666665,70.455666,3.535203,67.38607,3.457183,74.9958,6.2435746,66.08221,4.3897796,64.375496,3.1650112,65.78708,3.2861493,0.0,1.0,0.5334821,0.046029504,,,0.63735926,0.07304993,,,0.067589775,0.02254554,63.456963,3.7349713,0.0,1.0,0.4666514,0.04205286,,,0.5646572,0.056069262,,,0.067589775,0.02254554,1,2.5,221.62526064,1.47367452,221.62526064,1.47367452,17.707,17.751,0.03389,0.03315,-18.14,2.87,20.48,20.97,23.02,0.7872,131.76,9.27,1.01,0.152,8.0,0.0,GAMA,,,,False,True,True,True,True,True,True,True
240352_blue_red_10_Y14SAR3_P009_15T084_2016_03_03-2016_03_13,240352_A,240352_blue_10_Y14SAR3_P009_15T084_2016_03_03-2016_03_13.fits,240352,67.5,1.4166666,91.39972,1.6521327,83.99459,1.6423329,74.94883,2.594654,81.03299,1.9558877,82.24434,1.7877047,82.2878,1.4602154,0.0,1.0,0.5760404,0.012878823,,,0.75864977,0.024386123,,,0.021547042,0.008535474,85.26961,1.9954851,0.0,1.0,0.5008319,0.013339113,,,0.62274367,0.020340588,,,0.021547042,0.008535474,1,1.5,222.04373657,1.36720303,222.04373657,1.36720303,16.381,16.385,0.02957,0.02884,-19.22,3.68,19.56,20.34,22.1,0.8012,66.70999,9.86,1.2,0.174,8.0,0.0,GAMA,,,,False,True,True,True,True,True,True,True
240432_blue_red_7_Y17SAR3_P003_15T126_2018_04_09-2018_04_19,240432_A,240432_blue_7_Y17SAR3_P003_15T126_2018_04_09-2018_04_19.fits,240432,261.0,1.5,,,134.58109,2.004018,122.59972,3.767495,128.1592,2.8289413,134.58109,2.3508317,137.07059,1.9635687,1.0,0.8327772,0.5413566,0.008616076,0.49150747,0.008616076,0.70651513,0.013627345,0.62843436,0.013627345,0.03896611,0.0051615075,146.6376,2.3123739,1.0,1.0105616,0.48152602,0.008461003,0.4843271,0.008461003,0.61837405,0.012893946,0.62254596,0.012893946,0.03896611,0.0051615075,1,2.0,222.46885792,1.46052695,222.46885792,1.46052695,15.226,15.236,0.04958,0.04884,-21.54,9.01,20.55,21.62,23.26,0.7332,81.350006,10.8,1.24,0.171,8.0,0.0,GAMA,,,,False,True,True,True,True,False,False,False
240449_blue_red_7_Y17SAR3_P003_15T126_2018_04_09-2018_04_19,240449_A,240449_blue_7_Y17SAR3_P003_15T126_2018_04_09-2018_04_19.fits,240449,149.5,1.9166666,66.83324,1.7727776,63.776924,2.1649551,58.573666,3.757263,59.767155,2.7562156,63.776924,2.3710601,64.57703,1.919799,0.0,1.0,0.43344745,0.013430352,,,0.520704,0.018049473,,,0.072040826,0.012639129,66.82509,1.9066279,0.0,1.0,0.4337154,0.013436927,,,0.5218101,0.018080542,,,0.072040826,0.012639129,1,3.0,222.54305507,1.38347725,222.54305507,1.38347725,15.388,15.328,0.04495,0.04421,-21.19,4.52,20.77,21.39,23.28,0.0868,8.460007,10.22,0.68,0.169,8.0,0.0,GAMA,,,,False,True,True,True,True,True,True,True
250179_blue_red_8_Y14SAR2_P005_15T065_2017_02_27-2017_03_05,250179_A,250179_blue_8_Y14SAR2_P005_15T065_2017_02_27-2017_03_05.fits,250179,319.5,6.0,79.76259,2.0289524,84.24994,2.5558882,85.04362,3.6158433,86.10368,2.8793678,84.24994,2.226649,81.24861,2.0736308,0.0,1.0,0.14247741,0.02093005,,,0.15336272,0.02067157,,,0.11109119,0.079359144,82.25516,2.074339,0.0,1.0,0.12307168,0.022579914,,,0.13456376,0.02265546,,,0.11109119,0.079359144,1,-9.0,214.20043724,1.98470113,214.20043724,1.98470113,16.624,16.611,0.0524,0.05152,-20.27,2.71,20.46,21.86,23.44,0.1686,26.940002,10.19,1.13,0.157,8.0,0.0,GAMA,,,,False,True,True,True,True,True,True,True
250183_blue_red_10_Y13SAR1_P004_15T002_2013_03_05-2013_03_17,250183_A,250183_blue_10_Y13SAR1_P004_15T002_2013_03_05-2013_03_17.fits,250183,225.5,7.5,155.24103,3.5771024,153.29085,3.2539754,165.32681,4.218294,157.54643,3.6152012,152.95985,3.4419768,152.3418,2.7800117,,,,,,,,,,,,,165.32681,4.151998,,,,,,,,,,,,,1,0.5,214.23885064,1.9748295,214.23885064,1.9748295,17.025,16.976,0.05973,0.05884,-20.24,0.85,18.56,19.93,21.51,0.1163,58.589996,10.23,1.22,0.151,8.0,0.0,GAMA,,,,False,True,True,True,True,True,True,True
250192_blue_red_11_Y17SAR3_P009_15T132_2018_04_09-2018_04_19,250192_A,250192_blue_11_Y17SAR3_P009_15T132_2018_04_09-2018_04_19.fits,250192,322.0,1.0833334,155.80443,1.4500674,151.8005,1.6162142,151.58589,2.131435,152.2681,1.9896743,152.72433,1.5166378,151.47508,1.2304655,0.0,1.0,0.35219604,0.006380819,,,0.4001323,0.0070929765,,,0.022885498,0.006802077,152.77664,1.4994282,0.0,1.0,0.2865624,0.0063333046,,,0.31399748,0.006638431,,,0.022885498,0.006802077,2,1.5,214.30230451,1.9919127,214.30230451,1.9919127,15.79,15.765,0.05685,0.05597,-21.32,4.66,19.96,21.19,22.79,0.6496,138.29,10.67,1.23,0.152,8.0,0.0,GAMA,,,,True,True,True,True,True,True,True,True
250192_blue_red_9_Y17SAR3_P009_15T132_2018_05_07-2018_05_16,250192_B,250192_blue_9_Y17SAR3_P009_15T132_2018_05_07-2018_05_16.fits,250192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1.5,214.30230451,1.9919127,214.30230451,1.9919127,15.79,15.765,0.05685,0.05597,-21.32,4.66,19.96,21.19,22.79,0.6496,138.29,10.67,1.23,0.152,8.0,0.0,GAMA,,,,True,True,True,True,True,False,False,False
250243_blue_red_7_Y17SAR2_P004_15T120_2018_03_12-2018_03_22,250243_A,250243_blue_7_Y17SAR2_P004_15T120_2018_03_12-2018_03_22.fits,250243,93.5,5.0,84.670555,1.5611205,86.0782,1.702198,87.01845,2.5414147,87.32533,1.865278,85.76961,1.6153497,84.64337,1.6231377,0.0,1.0,0.20523974,0.018032609,,,0.22159266,0.017450182,,,0.049016707,0.0339195,85.76961,1.7123789,0.0,1.0,0.146925,0.016395895,,,0.15900433,0.015248599,,,0.049016707,0.0339195,1,0.0,214.36319761,1.98847815,214.36319761,1.98847815,17.066,17.06,0.05535,0.05447,-19.93,2.31,20.56,22.08,23.64,0.1681,64.62999,10.07,1.15,0.149,8.0,0.0,GAMA,,,,False,True,True,True,True,True,True,True
250277_blue_red_7_Y13SAR1_P012_15T012_2013_04_12-2013_04_16,250277_A,250277_blue_7_Y13SAR1_P012_15T012_2013_04_12-2013_04_16.fits,250277,138.5,5.5,38.95333,4.171164,,,,,,,37.1718,3.7514176,38.050156,3.7311146,,,,,,,,,,,,,39.27151,3.8989055,,,,,,,,,,,,,1,3.0,214.43384317,1.98130786,214.43384317,1.98130786,16.38,16.349,0.05899,0.05811,-20.77,4.47,21.37,22.52,24.14,0.2895,135.48001,10.01,0.64,0.144,8.0,0.0,GAMA,,,,False,True,True,True,True,True,True,True
